EURO STOXX 50 Volatility Indices,,,,,,,,,
 ,VSTOXX,Sub-Index 1M,Sub-Index 2M,Sub-Index 3M,Sub-Index 6M,Sub-Index 9M,Sub-Index 12M,Sub-Index 18M,Sub-Index 24M
Date,V2TX,V6I1,V6I2,V6I3,V6I4,V6I5,V6I6,V6I7,V6I8
04.01.1999,18.2033,21.2458,17.5555,31.2179,33.3124,33.7327,33.2232,31.8535,23.8209
05.01.1999,29.6912,36.6400,28.4274,32.6922,33.7326,33.1724,32.8457,32.2904,25.0532
06.01.1999,25.1670,25.4107,25.1351,32.2186,32.6459,31.9673,32.9260,33.2871,26.0107
07.01.1999,32.5205,35.4410,32.2004,36.1265,34.5150,33.1095,33.2843,33.7269,26.2205
08.01.1999,33.2296,35.8846,33.0020,36.0813,36.3964,33.4658,33.4837,33.9227,26.3672
11.01.1999,36.8411,46.9742,36.4643,39.9139,38.0755,34.6165,34.4576,34.6615,26.6732
12.01.1999,37.5664,48.6277,37.2998,40.5525,38.7981,35.0575,37.5290,36.5965,28.0273
13.01.1999,39.7373,55.2934,39.5218,43.0083,40.1301,36.0443,38.3889,37.2219,28.1443
14.01.1999,39.1373,NA,39.9544,41.7597,40.5913,36.3330,38.6781,37.4249,28.1515
15.01.1999,38.6741,NA,39.0602,40.1232,39.2451,35.9745,37.7796,36.7660,28.0793
18.01.1999,38.5439,38.8913,41.5457,19.9845,39.4602,37.3577,38.0549,37.3479,28.5360
19.01.1999,38.7869,38.9344,41.5739,24.2038,39.2582,37.3558,38.0546,37.0269,28.3321
20.01.1999,35.5535,35.5060,38.4053,21.5040,39.1608,36.0004,37.5174,35.5070,27.3772
21.01.1999,36.9171,36.6065,40.1856,25.5530,38.9945,35.7873,38.5652,35.1679,27.1040
22.01.1999,39.9439,39.3615,43.1443,25.7346,41.1989,37.3538,39.5006,36.1562,27.3475
25.01.1999,40.7034,39.6008,42.8691,26.0348,41.0135,37.2661,39.4487,36.0909,27.3469
26.01.1999,42.7544,41.8125,44.2239,26.9608,41.5267,38.7847,40.1422,36.9609,27.9613
27.01.1999,41.7569,40.5969,43.2058,26.8408,41.2617,39.3234,40.4721,36.9170,27.5299
28.01.1999,39.1479,38.0734,40.2463,26.2720,39.5856,38.0631,39.1555,36.5641,27.4370
29.01.1999,37.6140,37.2200,37.9520,25.7061,39.0021,37.6582,38.9172,35.6565,27.3676
01.02.1999,37.0314,35.9769,37.5483,25.2350,38.2104,37.0932,39.4165,35.3163,27.2398
02.02.1999,38.6119,37.9446,38.8876,26.2028,39.3145,38.0505,38.6181,35.8899,27.4633
03.02.1999,39.9634,38.9465,40.3120,26.4374,39.6919,36.7187,38.9391,36.2264,27.5566
04.02.1999,38.7933,37.6938,39.1060,26.1416,38.6848,36.8031,37.4777,35.3183,27.1497
05.02.1999,37.8148,36.3039,38.1672,26.2114,38.3404,36.6047,37.4372,35.2394,27.1411
08.02.1999,38.7652,39.4350,38.6795,26.3882,38.7381,36.9554,36.4269,34.0488,26.4628
09.02.1999,39.5509,40.9300,39.4112,24.6055,39.5962,37.7845,37.2343,34.5993,26.5442
10.02.1999,40.3040,38.4648,40.4405,25.6599,39.6604,38.1404,37.6567,34.8869,26.2123
11.02.1999,37.8309,36.1257,37.9248,27.8890,38.5684,36.9312,37.1189,34.6178,26.2268
12.02.1999,36.0635,35.8203,36.0732,27.3743,37.7676,35.1549,36.7671,33.6919,25.9808
15.02.1999,37.6696,37.9043,37.6678,28.4591,38.9226,36.0185,37.4036,34.0168,26.1682
16.02.1999,36.0135,36.7605,36.0116,27.6301,37.7219,35.1465,36.5098,33.4210,25.7469
17.02.1999,36.6858,41.7057,36.7485,32.5259,38.2923,35.5409,36.7883,33.6789,25.3548
18.02.1999,35.5630,NA,35.8934,31.6883,37.7377,35.3486,35.6195,33.5108,25.5878
19.02.1999,33.9143,NA,34.4661,30.5441,36.3745,33.9586,35.1459,32.9879,25.5611
22.02.1999,32.0859,32.3856,31.4644,18.4962,34.0876,33.3815,35.2273,32.5556,25.4772
23.02.1999,31.2627,31.4928,30.8899,19.2676,33.3371,31.7916,33.2736,30.6185,24.3578
24.02.1999,30.7791,30.5968,31.0124,28.8234,32.5125,31.8964,33.3447,30.4194,24.2909
25.02.1999,31.7813,32.3411,31.1821,28.8819,32.9914,32.9456,33.5996,31.0896,24.5321
26.02.1999,30.7952,30.6143,30.9510,29.4258,33.8264,32.7603,33.4976,30.9780,24.4882
01.03.1999,32.4626,33.4818,31.9400,29.8307,35.0251,33.2811,34.1977,31.3163,24.6198
02.03.1999,32.0338,32.6807,31.7593,29.8301,34.7330,33.5925,34.1473,31.2531,24.6054
03.03.1999,31.9273,34.0188,31.1650,30.0930,35.4818,34.2708,33.7941,31.9149,25.0004
04.03.1999,30.8785,30.8178,30.8961,29.2290,34.8271,33.0851,33.4653,31.6027,24.9391
05.03.1999,29.2587,28.2572,29.4932,28.5612,33.4203,32.4824,32.8558,30.9313,24.7408
08.03.1999,29.8568,28.3003,30.0482,29.0723,34.0900,33.0006,33.1463,31.2586,24.8732
09.03.1999,28.9631,28.6321,28.9958,28.0445,32.2985,31.3369,32.6787,30.1239,24.8788
10.03.1999,27.9453,27.9845,27.9423,27.3671,31.6859,30.9900,32.2634,30.0080,24.8148
11.03.1999,27.0558,26.8203,27.0690,26.9882,30.8844,30.4218,32.0258,29.7684,24.7368
12.03.1999,26.9831,27.1633,26.9759,27.4915,30.7992,31.5937,31.6632,29.7550,24.2243
15.03.1999,27.7671,28.9361,27.7575,27.5628,29.5476,30.4632,32.0961,29.6898,24.1809
16.03.1999,27.4854,30.7105,27.4767,26.5006,29.3262,30.2737,31.5106,29.5555,24.1147
17.03.1999,28.1560,39.9562,28.1738,26.8859,29.9740,30.5874,31.6762,29.7420,24.2024
18.03.1999,28.1701,NA,28.2756,26.8279,30.2652,30.5058,31.6294,29.6921,24.1850
19.03.1999,26.9936,NA,27.1583,25.8967,29.1580,29.5980,30.3265,29.3222,23.9983
22.03.1999,27.1380,27.5911,26.0376,29.1558,30.1010,30.4506,16.7777,29.4299,24.0829
23.03.1999,28.8415,29.4503,27.6684,30.9687,31.1248,32.9708,17.2131,30.1570,24.3843
24.03.1999,29.9038,30.5815,28.8473,32.5818,31.5475,33.2247,18.8570,30.4928,24.5049
25.03.1999,28.0526,28.1710,27.9041,30.8801,30.8360,32.8349,18.8588,29.9788,24.3411
26.03.1999,28.5730,28.8720,28.2587,31.6319,31.4517,33.2219,18.9011,30.3046,24.4396
29.03.1999,27.3190,27.1928,27.3978,30.5854,31.7184,32.9700,18.8987,29.9632,24.3537
30.03.1999,27.2308,27.0823,27.3097,30.5739,31.8719,32.7423,19.2774,30.8774,24.6207
31.03.1999,25.2455,24.5876,25.5382,29.1936,30.1732,32.7511,19.2719,30.7433,24.5956
01.04.1999,24.6067,23.8783,24.8816,28.2215,29.7991,32.1417,19.2203,30.5071,24.5044
06.04.1999,24.6069,24.6959,24.5926,28.3695,28.5524,32.0343,18.4936,29.2270,24.1474
07.04.1999,25.0337,25.5237,24.9693,29.0502,28.6934,32.1781,18.7253,30.6390,24.2918
08.04.1999,24.9114,25.6290,24.8353,28.8483,28.1075,31.8562,19.8863,30.2566,24.2486
09.04.1999,24.3759,25.6521,24.2681,28.7018,27.6957,31.3257,19.6517,29.5373,23.8537
12.04.1999,25.2893,33.3963,24.9816,28.9779,28.0595,30.3882,19.5734,29.5034,23.8749
13.04.1999,24.4003,33.0476,24.1863,28.7679,27.9205,30.2346,19.4236,29.0652,23.7307
14.04.1999,25.4744,33.5695,25.3658,29.5445,28.3267,30.4513,19.5493,30.1443,24.8867
15.04.1999,26.5825,NA,27.5811,29.7352,29.0303,30.6049,19.7063,30.4843,25.0456
16.04.1999,25.7353,NA,26.3517,28.0085,28.9745,30.6186,19.7365,30.5112,24.5180
19.04.1999,25.0928,25.3740,27.5039,15.6315,27.2603,30.1315,19.0847,30.0768,24.3388
20.04.1999,26.7889,26.9088,29.0413,16.7926,28.5327,30.7176,20.0155,29.9631,24.6529
21.04.1999,25.7711,25.7227,28.6321,18.1701,28.8435,30.3583,19.0844,30.1592,24.6032
22.04.1999,25.2493,24.9981,27.8716,18.2366,28.3264,30.1297,19.4068,29.9124,24.5050
23.04.1999,25.2358,24.8019,27.6015,18.2029,28.1193,29.9432,19.4302,29.9434,24.3532
26.04.1999,25.7839,25.0609,27.2021,18.1525,27.4425,29.7636,19.3944,28.9226,24.0036
27.04.1999,24.3193,23.3255,25.8344,17.7952,26.2445,28.8701,20.0500,27.7131,23.8373
28.04.1999,24.4700,23.6557,25.4809,18.7896,26.0839,29.0974,20.0187,27.5868,23.8676
29.04.1999,24.7805,23.4417,26.1137,18.8602,26.3735,29.0745,20.0599,27.6569,23.9026
30.04.1999,23.7370,21.9936,25.1496,18.5917,27.6279,28.6551,19.9571,27.4030,23.7998
03.05.1999,24.1008,22.2449,24.9784,20.4622,27.1895,28.5738,19.5080,27.1429,23.7758
04.05.1999,24.4724,23.5684,24.8407,20.3142,27.2104,28.8191,19.5666,27.1567,23.8220
05.05.1999,25.6464,24.1194,26.1579,20.3643,28.0886,28.7185,19.7478,27.8026,23.6319
06.05.1999,26.9529,26.0376,27.2123,20.4566,28.2667,29.1427,20.1251,27.9493,23.6914
07.05.1999,27.0848,26.3707,27.2527,20.4882,28.5898,29.3326,20.3070,28.3027,24.0159
10.05.1999,27.3060,26.1643,27.4472,20.8668,29.0063,29.7125,20.2052,29.0457,24.0204
11.05.1999,26.5551,24.6244,26.7394,20.9398,28.4819,29.3446,20.1220,28.7391,24.0425
12.05.1999,27.5905,25.3399,27.7542,20.8522,28.8245,29.5058,20.2450,28.9203,24.1177
14.05.1999,28.3111,28.2791,28.3123,20.5754,29.2958,29.9215,20.2633,29.5372,24.3304
17.05.1999,30.5288,34.5427,30.4945,20.1480,30.7020,31.0848,20.7257,29.2765,24.7546
18.05.1999,30.8287,33.0406,30.8228,20.9808,30.9908,31.5555,20.7587,30.3786,25.0562
19.05.1999,28.1833,30.2472,28.2785,21.4171,30.3117,30.9738,20.8900,30.1939,24.9280
20.05.1999,25.3421,NA,25.7008,20.9791,29.0939,29.7599,20.6334,29.8558,24.4678
21.05.1999,23.4528,NA,23.9326,20.4730,28.2300,29.3988,20.2523,29.8620,24.5781
25.05.1999,26.6217,27.0551,25.9111,15.3914,30.2036,30.4580,20.6681,31.3420,25.4730
26.05.1999,26.6568,27.1819,25.9645,16.9063,30.2359,30.7357,20.7453,30.1935,24.8655
27.05.1999,27.2467,27.7757,26.6794,16.5736,31.4326,31.4559,20.9325,30.6186,25.0129
28.05.1999,25.5676,25.3970,25.7145,17.9225,30.0950,30.8904,20.5658,30.5038,24.9742
31.05.1999,24.9911,24.7206,25.1254,18.2064,30.1491,30.8826,20.7206,30.2172,24.8338
01.06.1999,25.1583,24.6443,25.3701,18.3143,30.0235,31.1465,20.6901,30.3358,24.9139
02.06.1999,25.2086,24.6682,25.3943,18.2058,29.5113,30.7920,20.6712,30.2930,24.9009
03.06.1999,25.6438,25.4886,25.6886,18.3218,29.6492,30.8681,20.7048,30.3283,24.9283
04.06.1999,23.3808,21.4144,23.8269,17.9577,27.9411,29.6546,20.4632,29.3911,24.7437
07.06.1999,23.2450,21.0597,23.5074,17.7645,27.3000,28.9564,20.2498,29.0421,24.5946
08.06.1999,23.1267,21.5748,23.2752,17.6664,27.2131,29.0142,20.2929,29.0397,25.1346
09.06.1999,22.6426,21.3853,22.7354,17.1407,26.5012,28.5201,22.3292,29.6003,24.9645
10.06.1999,23.4619,23.4159,23.4645,18.4255,26.9549,29.2009,23.5947,29.8888,25.0955
11.06.1999,22.4243,21.5851,22.4572,18.0218,26.2808,28.3324,23.3974,29.5034,24.9206
14.06.1999,23.3682,26.6315,23.3402,18.6654,26.6661,28.8388,23.5664,29.7363,25.0596
15.06.1999,23.0918,26.4708,23.0826,18.2601,26.2242,28.6932,23.5776,29.3727,24.6357
16.06.1999,21.7749,26.0891,21.8270,17.7681,25.1619,27.7608,23.5540,29.1177,24.2571
17.06.1999,20.8871,NA,21.0995,18.0485,24.3720,27.1642,23.2840,28.3267,24.0919
18.06.1999,21.1036,NA,21.0570,21.4041,24.2487,27.0507,23.2371,28.1803,23.9945
21.06.1999,20.6465,20.5060,20.9744,23.5226,26.1496,22.9522,27.6048,23.2710,18.0477
22.06.1999,21.0249,20.8650,21.3202,23.9466,26.0527,22.8602,27.7258,23.4137,18.1057
23.06.1999,22.1883,22.3455,21.9482,24.8197,26.9394,23.0201,27.7184,23.7250,18.2508
24.06.1999,22.7759,23.1878,22.2514,25.4289,27.1535,23.1795,28.2119,23.8281,18.1412
25.06.1999,22.3262,22.3366,22.3154,25.4611,27.2785,23.2540,28.2322,23.8046,18.1430
28.06.1999,23.0465,23.6648,22.6503,25.3423,27.1060,23.2880,27.9594,23.7936,18.1521
29.06.1999,23.1458,24.0524,22.6477,25.3881,27.5630,23.1569,27.8617,23.5115,18.2060
30.06.1999,23.3367,24.3511,22.8619,25.4679,27.5201,23.1102,27.5451,23.4049,18.1944
01.07.1999,21.6350,21.9421,21.5155,23.8884,26.2960,22.6538,26.8036,22.9684,18.0268
02.07.1999,20.4213,20.0131,20.5529,22.9323,25.5225,22.1624,26.3052,22.3933,17.8045
05.07.1999,19.9335,20.3884,19.8445,21.7240,24.4955,21.8594,25.7113,21.7433,17.5690
06.07.1999,20.6114,21.5185,20.4631,22.3518,24.8117,22.0096,25.6685,23.1057,18.8737
07.07.1999,21.3227,22.9822,21.0974,23.5182,25.2170,22.1398,25.7745,22.7594,18.7381
08.07.1999,21.4720,23.0787,21.2973,23.9354,25.5396,22.2120,25.9501,23.0761,18.4711
09.07.1999,20.7281,21.4116,20.6709,23.5005,25.2865,22.2166,26.2221,23.3388,18.5515
12.07.1999,21.0405,25.6824,20.8722,23.7222,25.4429,22.2490,25.9625,23.5518,18.6559
13.07.1999,22.4763,27.5181,22.3586,25.3829,26.4690,22.6274,26.5717,23.4727,18.5686
14.07.1999,22.5393,28.5863,22.4600,25.2979,26.7657,22.8567,26.6796,23.4062,18.5513
15.07.1999,20.1082,NA,21.4330,24.1866,26.2751,22.6185,26.5984,23.2396,18.4959
16.07.1999,19.7668,NA,20.8404,23.5925,26.1095,22.5326,26.6574,23.2825,18.5051
19.07.1999,19.9218,20.3498,23.4716,13.8024,26.1803,22.8397,26.2771,23.2784,18.5614
20.07.1999,21.8327,22.0277,25.3731,13.6048,27.5634,23.4986,27.1664,23.6535,19.0424
21.07.1999,24.2567,24.2007,27.5279,16.1569,28.9750,23.7840,28.2652,24.4232,19.1813
22.07.1999,25.2919,25.0360,27.9606,17.3563,29.4293,24.2494,28.4322,24.5158,19.3376
23.07.1999,25.6214,25.1149,28.3614,24.8347,29.9407,24.0296,29.3139,24.7184,19.3079
26.07.1999,28.2556,27.3347,30.0504,25.5948,31.1769,24.5041,30.5052,25.7213,19.7755
27.07.1999,27.4419,26.1202,29.4391,25.0983,30.6799,24.3242,29.9164,25.3370,21.3479
28.07.1999,26.3391,25.0200,27.9473,24.7185,29.5850,23.8708,29.3763,25.0020,21.1691
29.07.1999,28.0028,25.9664,29.9943,24.7359,31.0850,23.9286,30.2380,25.3072,21.2837
30.07.1999,26.8960,25.2972,28.2076,24.5728,30.4837,24.0169,29.8741,25.1877,21.3368
02.08.1999,28.0655,26.4761,28.8283,25.0730,30.2922,24.1084,30.0992,25.1581,21.5979
03.08.1999,28.8511,26.8135,29.6619,25.1925,30.9276,24.1348,30.2271,25.2605,21.6165
04.08.1999,29.6537,26.9290,30.5467,25.1379,30.7266,23.9594,30.1732,25.3233,21.6130
05.08.1999,32.8816,30.2078,33.6163,25.4243,32.4678,24.1624,31.3644,25.4972,21.5609
06.08.1999,32.1465,29.0473,32.8442,25.5802,32.1080,24.2086,31.0845,25.4703,21.7135
09.08.1999,31.3775,29.6368,31.5912,26.0855,31.5018,24.4437,30.5760,25.3603,21.8275
10.08.1999,32.7010,30.5759,32.9047,25.9507,33.2337,24.5523,31.9088,25.5102,21.7758
11.08.1999,32.4776,29.1590,32.7163,25.8949,32.2201,24.4681,31.2682,25.9697,21.5548
12.08.1999,29.4095,26.3012,29.5751,25.7485,30.3791,24.3064,30.4035,25.6818,21.6290
13.08.1999,26.0123,22.3859,26.1468,24.6211,28.7761,23.9777,29.1754,24.7857,21.0363
16.08.1999,26.9659,26.1991,26.9719,24.7499,29.2370,23.8379,29.1418,24.8379,21.0557
17.08.1999,26.1797,26.2609,26.1794,24.5679,28.7862,23.8013,28.8638,24.5036,21.0399
18.08.1999,26.6964,28.9523,26.7268,24.7240,28.9099,23.8689,28.7944,24.4773,23.5679
19.08.1999,27.2993,NA,27.5052,24.9144,29.7357,23.9308,29.1787,24.9154,23.7883
20.08.1999,25.8141,NA,26.0322,24.5212,28.9613,23.8630,28.4774,24.6450,23.4614
23.08.1999,24.6286,24.7600,24.3579,14.8761,28.0774,18.3640,23.7896,28.1901,24.3293
24.08.1999,24.9878,25.4411,24.2426,16.0896,28.5264,21.1642,23.7847,27.7822,24.2273
25.08.1999,23.0672,22.9190,23.2569,20.0634,27.0037,20.9924,23.3473,27.1205,23.8765
26.08.1999,22.7808,22.5384,23.0329,19.7902,27.0758,20.9415,24.4789,27.0603,23.7757
27.08.1999,22.3076,21.7357,22.7914,19.6381,27.0992,20.5982,24.4411,27.3580,23.7500
30.08.1999,23.2340,23.1366,23.2826,20.0514,27.4126,20.9922,24.6939,27.5686,23.8302
31.08.1999,24.9551,26.4004,24.3251,19.8290,28.3306,21.0854,25.0566,28.1663,24.1557
01.09.1999,24.4720,25.0116,24.2810,20.0188,28.0429,21.0958,25.0741,28.2608,23.9546
02.09.1999,25.8450,27.3714,25.3858,19.6676,29.5876,21.0659,25.7050,29.1290,24.7044
03.09.1999,23.0423,21.9311,23.3002,19.7665,27.4735,20.9339,24.8646,28.1427,24.2069
06.09.1999,22.9409,21.8510,23.0753,19.9950,27.0930,20.8600,24.5886,27.5667,23.8540
07.09.1999,23.0444,22.0721,23.1387,23.6022,27.0094,23.4523,24.6446,27.8061,23.9523
08.09.1999,23.0891,21.7831,23.1855,23.4551,27.1420,23.6829,24.6867,27.7169,23.9923
09.09.1999,22.2243,20.6292,22.3108,23.2807,26.7647,23.4786,24.4561,27.6415,23.8665
10.09.1999,21.6421,21.9832,21.6283,22.8174,26.4927,23.0123,24.3107,27.5023,24.1789
13.09.1999,22.7170,22.8999,22.7155,23.2311,26.8667,23.4755,24.3285,27.1033,24.2948
14.09.1999,23.6243,27.4301,23.6138,23.8752,27.7178,24.0406,24.7642,27.8554,24.4489
15.09.1999,24.7157,34.8176,24.7146,24.7896,28.6037,24.5521,25.2174,28.4724,24.6315
16.09.1999,25.1277,NA,25.1274,25.1317,28.9151,24.7175,25.3867,28.6140,24.6864
17.09.1999,23.8429,NA,23.7559,24.4006,27.9035,24.2653,27.2575,28.6391,24.6956
20.09.1999,23.8031,23.5953,24.2864,27.6730,23.8814,26.9253,28.3737,15.2320,24.5944
21.09.1999,25.3996,25.4060,25.3876,28.2906,24.2394,27.4006,28.8187,25.2058,24.7313
22.09.1999,25.8222,25.9316,25.6555,28.5712,24.6647,27.8912,28.9899,25.0920,24.6900
23.09.1999,25.0303,24.9433,25.1385,28.0902,24.4674,27.4855,28.8434,25.0275,24.6490
24.09.1999,27.1255,27.5966,26.6268,30.0283,24.9574,28.2066,29.4647,25.4197,24.8237
27.09.1999,26.3027,26.4113,26.2344,29.1412,24.8992,28.0371,28.6935,25.4387,24.9958
28.09.1999,26.9086,27.0389,26.8389,29.5380,25.3813,28.9377,29.8167,25.5441,25.4590
29.09.1999,27.8488,28.3619,27.6130,29.8901,25.6455,29.0163,30.5736,25.7719,25.5092
30.09.1999,27.8471,28.1802,27.7176,30.3198,27.5828,29.3033,31.7954,26.3282,25.8110
01.10.1999,27.8705,28.6407,27.6143,30.3037,28.0635,29.7162,31.2724,26.4169,26.0008
04.10.1999,26.5893,26.6631,26.5750,29.0829,26.9134,28.5445,30.5197,26.1620,25.8600
05.10.1999,26.3157,26.1986,26.3343,28.5555,26.7705,28.3794,29.4208,25.6814,25.8589
06.10.1999,25.2768,24.9183,25.3231,27.5436,25.8992,27.8056,29.0696,25.5587,25.4004
07.10.1999,23.4953,22.3372,23.6130,25.9091,24.8528,26.8125,28.2962,25.1421,24.9011
08.10.1999,23.1659,22.6648,23.2066,26.5553,25.2603,27.0310,28.7364,25.0227,25.0650
11.10.1999,22.6819,23.5499,22.6531,25.2976,24.4639,26.4037,28.1569,25.0049,25.0463
12.10.1999,23.4701,25.6989,23.4212,26.0334,24.9810,26.8306,28.2298,25.3348,25.0663
13.10.1999,24.7145,31.4401,24.6261,27.3938,25.9420,27.5628,29.0091,25.7082,25.2671
14.10.1999,24.0129,NA,25.2403,27.8399,26.3186,27.8892,29.7704,26.0340,25.5157
15.10.1999,27.1818,NA,28.1390,30.6649,27.6882,29.4099,31.0306,26.8232,26.4664
18.10.1999,29.4296,29.7224,31.9512,28.6165,30.1451,31.3027,26.9779,26.4798,25.5409
19.10.1999,25.9996,26.1408,28.6338,27.0976,28.4708,29.5854,26.0862,25.6603,24.7749
20.10.1999,25.4943,25.4547,27.8569,26.5710,28.1272,29.3288,25.9358,25.4045,24.6024
21.10.1999,25.9541,25.7467,28.1420,26.4456,28.1689,29.5749,25.9912,25.4395,24.6368
22.10.1999,23.4008,23.0067,25.5517,25.0856,26.8558,28.4709,25.4649,24.9599,24.3524
25.10.1999,25.2749,24.6405,26.5244,25.7174,27.2114,28.9282,25.7378,25.1650,24.4958
26.10.1999,24.3652,23.6407,25.4850,25.1776,26.9180,28.4392,25.6210,25.0571,24.4241
27.10.1999,24.7645,23.7918,25.9643,25.2107,27.0238,28.3144,25.4668,25.0796,24.4043
28.10.1999,22.0081,20.9591,23.0591,23.4691,25.4884,26.7209,24.5797,24.1288,23.7214
29.10.1999,21.9392,21.1109,22.6322,22.9875,25.1412,26.4277,24.4166,23.9864,23.6295
01.11.1999,21.8553,20.8715,22.3316,22.9581,24.9633,26.2451,24.2402,23.9103,23.4153
02.11.1999,22.0428,20.9696,22.4765,22.8836,24.7964,26.1579,24.1857,23.7793,23.2870
03.11.1999,22.3514,21.4601,22.6540,22.9375,24.7415,26.0365,24.1072,23.7273,23.1803
04.11.1999,21.8141,20.5858,22.1571,22.2719,24.2675,25.4812,23.7713,23.4651,23.0154
05.11.1999,20.8933,19.2493,21.2676,22.3230,24.0950,25.2136,23.6515,23.2451,22.9076
08.11.1999,21.3320,19.8773,21.5093,22.3796,23.8169,25.0786,23.5815,23.3009,22.9757
09.11.1999,21.2722,19.7413,21.4183,22.2920,23.8355,24.9008,23.4035,23.0264,22.7867
10.11.1999,21.2203,20.0619,21.3059,22.2566,23.6252,24.6902,23.1970,22.9371,22.6949
11.11.1999,20.9458,19.2344,21.0382,21.8782,23.5545,24.4511,23.0246,22.7262,22.5787
12.11.1999,20.7800,19.7987,20.8182,21.9355,23.5492,24.4550,22.9702,22.6516,22.5275
15.11.1999,21.6098,22.9661,21.5986,22.2100,23.8697,24.4824,22.9234,22.5145,22.3093
16.11.1999,21.1132,24.5176,21.1038,22.0197,23.7385,24.2229,23.2471,22.9414,22.2060
17.11.1999,21.2685,24.7169,21.2340,23.5460,24.0420,25.0031,23.7333,23.5699,23.1115
18.11.1999,20.5132,NA,20.2782,23.2293,23.8821,24.7664,23.6807,23.3906,22.9865
19.11.1999,20.1544,NA,19.7218,22.7682,23.3491,24.5137,23.5745,23.4083,22.9501
22.11.1999,22.5010,21.9536,23.7426,12.5285,24.3676,25.2979,24.1962,23.9060,23.3695
23.11.1999,22.8160,22.2482,23.8404,22.3041,24.3206,25.1808,24.0519,23.9678,23.4723
24.11.1999,22.8010,22.0963,23.8284,22.5183,24.4879,25.3299,24.1984,23.9941,23.4847
25.11.1999,21.7842,20.8297,22.9193,21.8641,23.6528,24.6407,23.8033,23.7202,23.3180
26.11.1999,22.0031,20.9007,23.0938,22.1637,23.8960,24.7603,23.9686,23.7743,23.5919
29.11.1999,23.0575,21.7436,23.8444,22.8220,24.4560,25.3615,24.1488,23.9145,23.7578
30.11.1999,23.4039,22.2860,23.9786,23.0116,24.4848,25.4867,24.5243,24.3180,23.8697
01.12.1999,23.6672,22.1602,24.3197,23.2345,24.7412,25.6205,24.6463,24.4333,23.5580
02.12.1999,23.5439,21.8919,24.1502,23.1854,24.6466,25.5894,24.6085,24.3803,23.5218
03.12.1999,22.4250,20.2536,23.0899,22.7110,24.0759,25.2148,24.3526,24.1437,23.2446
06.12.1999,22.9538,21.3188,23.2561,22.6625,24.1797,24.7228,23.9640,23.8758,23.5239
07.12.1999,23.6904,22.0652,23.9392,23.5316,24.6897,25.3363,24.6645,24.4339,23.9261
08.12.1999,23.5967,22.6967,23.7112,23.5181,24.6146,25.0757,24.5072,24.3934,23.9100
09.12.1999,23.9505,22.3667,24.1098,23.7775,24.9649,25.3912,24.6442,24.5613,24.1402
10.12.1999,25.1937,24.3729,25.2599,24.5061,25.7251,26.0045,25.1571,24.9955,24.5773
13.12.1999,25.8074,26.4484,25.7863,24.9010,25.8901,26.3485,25.2862,25.0256,24.4970
14.12.1999,26.6982,27.6644,26.6776,25.4557,26.5070,26.6332,25.5397,25.2301,24.5601
15.12.1999,28.2257,30.3639,28.2001,26.7133,28.1715,28.0677,26.5216,26.1071,25.1021
16.12.1999,29.6028,NA,29.0679,27.8084,28.8949,28.5626,27.1490,26.5688,25.6316
17.12.1999,29.4312,NA,29.0150,27.8145,28.5965,28.5966,26.9874,26.4267,25.4996
20.12.1999,28.9298,28.8081,27.8232,28.3819,28.4483,26.8719,26.4763,25.2120,15.4390
21.12.1999,29.4158,29.3613,28.3301,28.9624,28.7884,27.1604,26.6673,25.3746,20.9168
22.12.1999,28.4172,28.4240,27.9884,28.5213,28.5540,27.0884,26.6704,25.0635,20.7695
23.12.1999,28.9967,29.0452,28.4549,29.1111,29.4078,27.5830,27.1972,25.0332,21.2588
27.12.1999,31.9852,32.7979,30.2562,30.1447,30.1326,28.4069,27.7225,25.2468,21.8280
28.12.1999,31.8670,32.7908,30.3257,30.2033,29.9603,28.1996,27.6052,25.3017,21.9146
29.12.1999,31.5221,32.5899,30.0903,29.7065,29.6022,27.8291,27.3729,25.0656,21.5073
30.12.1999,31.1018,32.3806,29.6985,29.0707,29.1512,27.6324,26.9648,25.2823,21.0982
03.01.2000,30.9845,32.2003,30.3575,29.6784,29.5004,27.8500,27.1618,25.8224,21.4043
04.01.2000,33.2225,35.0483,32.4283,32.1973,30.8263,29.0445,28.2255,26.7523,21.9038
05.01.2000,32.5944,35.1717,31.6464,31.5586,29.9181,28.2649,27.4190,26.2748,21.8308
06.01.2000,31.1811,33.4803,30.4829,30.2600,29.4499,27.9918,27.3828,26.2503,21.6319
07.01.2000,27.4407,28.9179,27.0756,27.2614,27.1900,26.2557,26.1463,25.5733,21.2060
10.01.2000,27.3711,28.9649,27.1624,27.3496,27.4174,26.5021,26.2624,25.3904,21.8416
11.01.2000,27.9619,29.4209,27.8127,27.8198,27.7863,26.7829,26.4660,25.5208,21.8819
12.01.2000,28.6067,30.7273,28.4390,28.4926,27.9690,26.9539,26.5477,25.6649,21.9372
13.01.2000,28.0491,30.0857,27.9299,27.8655,27.6679,26.7153,26.3045,25.5313,21.9005
14.01.2000,25.4786,26.8035,25.4242,25.3006,25.9843,25.6883,25.4915,24.8784,21.5923
17.01.2000,25.9901,31.6851,25.9394,25.6393,26.1588,25.6887,25.4514,24.8453,21.5365
18.01.2000,27.7794,33.2264,27.7641,27.9289,27.7435,26.7193,26.2378,25.6214,21.5519
